"","year","site","variety","tree","branch","rn","1","2","3","4","5","6","7","8","9","10","11","12","AUDPCm"
"522",2016,"metu","F-59",3,"top",1,0,3.4156043956044,6.9156043956044,8.9156043956044,9.6656043956044,6.9156043956044,12.2527472527473,3.4156043956044,0,0,0,0,51.4963736263736
"523",2016,"metu","L-03",1,"bot",1,0,16.6003663003663,20.1003663003663,22.1003663003663,22.8503663003663,20.1003663003663,21.7362637362637,16.6003663003663,6.07692307692308,8.83882783882784,0,0,155.004212454212
"524",2016,"metu","L-03",1,"mid",1,0,3.77985347985348,7.27985347985348,9.27985347985348,10.0298534798535,7.27985347985348,17.2967032967033,3.77985347985348,1.63736263736264,0,0,0,60.3631868131868
"525",2016,"metu","L-03",1,"top",1,0,0.116849816849818,3.61684981684982,5.61684981684982,6.36684981684982,3.61684981684982,9.05494505494505,0.116849816849818,0,0,0,0,28.506043956044
"526",2016,"metu","L-03",2,"bot",1,0,13.2230769230769,16.7230769230769,18.7230769230769,19.4730769230769,16.7230769230769,20.952380952381,13.2230769230769,5.2930402930403,8.05494505494506,0,0,132.388827838828
"527",2016,"metu","L-03",2,"mid",1,0,5.32930402930403,8.82930402930403,10.829304029304,11.579304029304,8.82930402930403,11.8864468864469,5.32930402930403,0,0,0,0,62.6122710622711
"528",2016,"metu","L-03",2,"top",1,0,1.65897435897436,5.15897435897436,7.15897435897436,7.90897435897436,5.15897435897436,9.76923076923077,1.65897435897436,0,0,0,0,38.4730769230769
"529",2016,"metu","L-03",3,"bot",1,0,13.0216117216117,16.5216117216117,18.5216117216117,19.2716117216117,16.5216117216117,21.4505494505495,13.0216117216117,5.79120879120879,8.55311355311355,0,0,132.674542124542
"530",2016,"metu","L-03",3,"mid",1,0,8.21941391941392,11.7194139194139,13.7194139194139,14.4694139194139,11.7194139194139,14.043956043956,8.21941391941392,0,0,0,0,82.1104395604396
"531",2016,"metu","L-03",3,"top",1,0,5.6956043956044,9.1956043956044,11.1956043956044,11.9456043956044,9.1956043956044,10.7472527472527,5.6956043956044,0,0,0,0,63.6708791208791
"532",2016,"metu","L-04",1,"bot",1,0,13.7403663003663,17.2403663003663,19.2403663003663,19.9903663003663,17.2403663003663,14.8168498168498,13.7403663003663,0,1.91941391941392,0,0,117.928461538462
"533",2016,"metu","L-04",1,"mid",1,0,0.919853479853479,4.41985347985348,6.41985347985348,7.16985347985348,4.41985347985348,11.5604395604396,0.919853479853479,0,0,0,0,35.8295604395604
"534",2016,"metu","L-04",1,"top",1,0,0.45,0.756849816849819,2.75684981684982,3.50684981684982,0.756849816849819,7.93772893772894,0.12,0,0,0,0,16.2851282051282
"535",2016,"metu","L-04",2,"bot",1,0,10.3630769230769,13.8630769230769,15.8630769230769,16.6130769230769,13.8630769230769,17.2967032967033,10.3630769230769,1.63736263736264,0,0,0,99.8625274725275
"536",2016,"metu","L-04",2,"mid",1,0,2.46930402930403,5.96930402930403,7.96930402930403,8.71930402930403,5.96930402930403,14.4102564102564,2.46930402930403,0,0,0,0,47.9760805860806
"537",2016,"metu","L-04",2,"top",1,0,1.567,2.29897435897436,4.29897435897436,5.04897435897436,2.29897435897436,10.3809523809524,0.34,0,0,0,0,26.2338498168498
"538",2016,"metu","L-04",3,"bot",1,0,10.1616117216117,13.6616117216117,15.6616117216117,16.4116117216117,13.6616117216117,14.8095238095238,10.1616117216117,0,0,0,0,94.5291941391942
"539",2016,"metu","L-04",3,"mid",1,0,5.35941391941392,8.85941391941392,10.8594139194139,11.6094139194139,8.85941391941392,10.7472527472527,5.35941391941392,0,0,0,0,61.6537362637363
"540",2016,"metu","L-04",3,"top",1,0,2.8356043956044,6.3356043956044,8.3356043956044,9.0856043956044,6.3356043956044,7.52869352869353,2.8356043956044,0,0,0,0,43.2923199023199
"541",2016,"metu","L-54",1,"bot",1,0,15.0703663003663,18.5703663003663,20.5703663003663,21.3203663003663,18.5703663003663,18.4798534798535,15.0703663003663,2.82051282051282,0,0,0,130.472564102564
"542",2016,"metu","L-54",1,"mid",1,0,2.24985347985348,5.74985347985348,7.74985347985348,8.49985347985348,5.74985347985348,13.6336996336996,2.24985347985348,0,0,0,0,45.8828205128205
"543",2016,"metu","L-54",1,"top",1,0,1.567,2.08684981684982,4.08684981684982,4.83684981684982,2.08684981684982,7.97802197802198,2.8356043956044,0,0,0,0,25.4780256410257
"544",2016,"metu","L-54",2,"bot",1,0,11.6930769230769,15.1930769230769,17.1930769230769,17.9430769230769,15.1930769230769,15.2783882783883,11.6930769230769,0,2.38095238095238,0,0,106.567802197802
"545",2016,"metu","L-54",2,"mid",1,0,3.79930402930403,7.29930402930403,9.29930402930403,10.049304029304,7.29930402930403,11.1538461538462,3.79930402930403,0,0,0,0,52.6996703296704
"546",2016,"metu","L-54",2,"top",1,0,0.128974358974359,3.62897435897436,5.62897435897436,6.37897435897436,3.62897435897436,6.30769230769231,0.128974358974359,0,0,0,0,25.8315384615385
"547",2016,"metu","L-54",3,"bot",1,0,11.4916117216117,14.9916117216117,16.9916117216117,17.7416117216117,14.9916117216117,15.956043956044,11.4916117216117,0.296703296703297,3.05860805860806,0,0,107.011025641026
"548",2016,"metu","L-54",3,"mid",1,0,6.68941391941392,10.1894139194139,12.1894139194139,12.9394139194139,10.1894139194139,11.1538461538462,6.68941391941392,0,0,0,0,70.0403296703297
"549",2016,"metu","L-54",3,"top",1,0,4.1656043956044,7.6656043956044,9.6656043956044,10.4156043956044,7.6656043956044,9.05494505494505,4.1656043956044,0,0,0,0,52.7985714285714
"550",2016,"metu","L-55",1,"bot",1,0,13.7403663003663,17.2403663003663,19.2403663003663,19.9903663003663,17.2403663003663,18.5201465201465,13.7403663003663,2.86080586080586,5.62271062271062,0,0,128.195860805861
"551",2016,"metu","L-55",1,"mid",1,0,0.919853479853479,4.41985347985348,6.41985347985348,7.16985347985348,4.41985347985348,13.6336996336996,0.919853479853479,0,0.736263736263735,0,0,38.6390842490842
"552",2016,"metu","L-55",1,"top",1,0,0,0.756849816849819,2.75684981684982,3.50684981684982,0.756849816849819,10.4212454212454,0.678,0,0,0,0,18.8766446886447
"553",2016,"metu","L-55",2,"bot",1,0,10.3630769230769,13.8630769230769,15.8630769230769,16.6130769230769,13.8630769230769,16.1172161172161,10.3630769230769,0.457875457875457,3.21978021978022,0,0,100.723333333333
"554",2016,"metu","L-55",2,"mid",1,0,2.46930402930403,5.96930402930403,7.96930402930403,8.71930402930403,5.96930402930403,13.1465201465201,2.46930402930403,0,0.249084249084248,0,0,46.9614285714286
"555",2016,"metu","L-55",2,"top",1,0,1.12,2.29897435897436,4.29897435897436,5.04897435897436,2.29897435897436,6.30769230769231,2.8356043956044,0,0,0,0,24.2091941391941
"556",2016,"metu","L-55",3,"bot",1,0,10.1616117216117,13.6616117216117,15.6616117216117,16.4116117216117,13.6616117216117,12.4468864468864,10.1616117216117,0,0,0,0,92.1665567765568
"557",2016,"metu","L-55",3,"mid",1,0,5.35941391941392,8.85941391941392,10.8594139194139,11.6094139194139,8.85941391941392,10.7875457875458,5.35941391941392,0,0,0,0,61.6940293040293
"558",2016,"metu","L-55",3,"top",1,0,2.8356043956044,6.3356043956044,8.3356043956044,9.0856043956044,6.3356043956044,9.05494505494505,2.8356043956044,0,0,0,0,44.8185714285714
"559",2016,"tepi","7440",1,"bot",1,0.34,21,24.0403663003663,1.74,0.76,1.21,0.34,1.21,1.21,0.89,0,0,52.5703663003663
"560",2016,"tepi","7440",1,"mid",1,0,11.99,11.2198534798535,0.12,0,0,0,0.21,0.21,0,0,0,23.7498534798535
"561",2016,"tepi","7440",1,"top",1,0,8.76631383313318,7.55684981684982,0,0,0,0,0,0,0,0,0,16.323163649983
"562",2016,"tepi","7440",2,"bot",1,1.65,16.71907874421,20.6630769230769,4.32,2.07,2.52,1.65,0.4,0.4,0.0800000000000003,0,0,49.6471556672869
"563",2016,"tepi","7440",2,"mid",1,0.873614553228554,11.4936145532286,12.769304029304,3.54361455322855,1.29361455322855,0,0.873614553228554,0,0,0,0,0,30.4105695188325
"564",2016,"tepi","7440",2,"top",1,0,7.51166752444673,9.09897435897436,0,0,0.45,0,0,0,0,0,0,17.0606418834211
"565",2016,"tepi","7440",3,"bot",1,5.01312918167782,15.6331291816778,20.4616117216117,7.68312918167782,5.43312918167782,5.88312918167782,5.01312918167782,3.76312918167782,3.76312918167782,3.44312918167782,0,0,73.5832097658732
"566",2016,"tepi","7440",3,"mid",1,3.01107050952136,13.6310705095214,15.6594139194139,5.68107050952136,3.43107050952136,3.88107050952136,3.01107050952136,1.21,1.21,0.89,0,0,50.1103017217814
"567",2016,"tepi","7440",3,"top",1,0,6.82201235203294,13.1356043956044,0,0,0,0,0.21,0.21,0,0,0,20.3776167476373
"568",2016,"tepi","7454",1,"bot",1,1.41045290787442,12.0304529078744,21,4.08045290787442,1.83045290787442,2.28045290787442,1.41045290787442,0.16045290787442,0.16045290787442,0,0,0,43.6583968090581
"569",2016,"tepi","7454",1,"mid",1,0,10.028394235718,14,2.07839423571796,0,0.45,0,0,0,0,0,0,26.5567884714359
"570",2016,"tepi","7454",1,"top",1,0,8.9424446731858,6.7524446731858,0,0,0.45,0,0,0,0,0,0,16.1448893463716
"571",2016,"tepi","7454",2,"bot",1,2.54055557060433,13.1605555706043,23,5.21055557060433,2.96055557060433,3.41055557060433,2.54055557060433,1.29055557060433,1.29055557060433,0.970555570604326,0,0,55.1047223501368
"572",2016,"tepi","7454",2,"mid",1,0,9.97178075141534,17,2.02178075141534,0,0.45,0,0,0,0,0,0,29.4435615028307
"573",2016,"tepi","7454",2,"top",1,0,4.76334019557386,2.57334019557385,0,0,0.45,0,0,0,0,0,0,7.78668039114771
"574",2016,"tepi","7454",3,"bot",1,4.13395507250764,14.7539550725076,12.5639550725076,6.80395507250764,4.55395507250764,5.00395507250764,4.13395507250764,2.88395507250764,2.88395507250764,2.56395507250764,0,0,58.2125731888226
"575",2016,"tepi","7454",3,"mid",1,0.0252606425998069,10.6452606425998,8.45526064259981,2.69526064259981,0.445260642599807,0.895260642599807,0.0252606425998069,0,0,0,0,0,23.1741941768987
"576",2016,"tepi","7454",3,"top",1,0,7.39844055584148,5.20844055584148,0,0,0.45,0,0,0,0,0,0,13.056881111683
"577",2016,"tepi","EIAR50",1,"bot",1,2.85,16.477184765826,24.0403663003663,5.52,3.27,3.72,2.85,1.6,1.6,1.28,0,0,61.7825510661923
"578",2016,"tepi","EIAR50",1,"mid",1,1.86336078229542,12.4833607822954,11.2198534798535,4.53336078229542,2.28336078229542,2.73336078229542,1.86336078229542,0.61336078229542,0.61336078229542,0.29336078229542,0,0,37.5684201293645
"579",2016,"tepi","EIAR50",1,"top",1,0,8.19446045633899,7.55684981684982,0,0,0.45,0,0,0,0,0,0,16.2013102731888
"580",2016,"tepi","EIAR50",2,"bot",1,2.75,18.9167112712301,20.6630769230769,5.42,3.17,3.62,2.75,1.5,1.5,1.18,0,0,60.094788194307
"581",2016,"tepi","EIAR50",2,"mid",1,0,9.91002058672156,12.769304029304,1.96002058672157,0,0.45,0,0,0,0,0,0,25.0893452027472
"582",2016,"tepi","EIAR50",2,"top",1,0,3.04949562532167,9.09897435897436,0,0,0.45,0,0,0,0,0,0,12.598469984296
"583",2016,"tepi","EIAR50",3,"bot",1,4.65,21.6804786412764,20.4616117216117,7.32,5.07,5.52,4.65,3.4,3.4,3.08,0,0,76.9070903628881
"584",2016,"tepi","EIAR50",3,"mid",1,0,17.9182552753474,15.6594139194139,3.32,0,0.45,0,0,0,0,0,0,37.3476691947613
"585",2016,"tepi","EIAR50",3,"top",1,0,11.0537273403099,13.1356043956044,0,0,0.45,0,0,0,0,0,0,24.6393317359143
"586",2016,"tepi","F-59",1,"bot",1,0.54,19.4115843857635,17.2215843857635,2.52,0.27,0.72,0.54,1.45,1.45,1.13,0,0,44.983168771527
"587",2016,"tepi","F-59",1,"mid",1,0,9.91002058672156,7.72002058672156,1.96002058672157,0,0.45,0,0,0,0,0,0,20.0400617601647
"588",2016,"tepi","F-59",1,"top",1,0,7.53462963696108,5.34462963696108,0,0,0.45,0,0,0,0,0,0,13.3292592739222
"589",2016,"tepi","F-59",2,"bot",1,0.823731343283579,11.4437313432836,9.25373134328358,3.49373134328358,1.24373134328358,1.69373134328358,0.823731343283579,2.45,2.45,2.13,0,0,35.3942537313433
"590",2016,"tepi","F-59",2,"mid",1,0,10.7592228512609,8.56922285126094,2.80922285126094,0,0.45,0,0,0,0,0,0,22.5876685537828
"591",2016,"tepi","F-59",2,"top",1,0,5.49931549150798,3.30931549150798,0,0,0.45,0,0,0,0,0,0,9.25863098301595
"592",2016,"tepi","F-59",3,"bot",1,2.56,10.5430622748327,8.35306227483273,2.59306227483273,0.343062274832732,0.793062274832732,2.56,1.31,1.31,0.99,0,0,30.0753113741637
"593",2016,"tepi","F-59",3,"mid",1,0,9.4198605494694,7.2298605494694,1.4698605494694,0,0.45,0,0,0,0,0,0,18.5695816484082
"594",2016,"tepi","F-59",3,"top",1,0,5.13096022351298,2.94096022351298,0,0,0.45,0,0,0,0,0,0,8.52192044702595
"595",2016,"tepi","geisha bz",1,"bot",1,0,12.2002933607823,10.0102933607823,4.2502933607823,2.0002933607823,2.4502933607823,1.5802933607823,0.330293360782298,0.330293360782298,0.0102933607822975,0,0,33.1626402470407
"596",2016,"tepi","geisha bz",1,"mid",1,1.83,9.91002058672156,7.72002058672156,1.96002058672157,2.25,1.43,1.83,0.58,0.58,0.26,0,0,27.4350617601647
"597",2016,"tepi","geisha bz",1,"top",1,0,3.96560473494596,1.77560473494596,0,0,0.45,0,0,0,0,0,0,6.19120946989192
"598",2016,"tepi","geisha bz",2,"bot",1,1.05533196088523,11.6753319608852,9.48533196088523,3.72533196088523,1.47533196088523,1.92533196088523,1.05533196088523,1.34,1.34,1.02,0,0,33.569657745754
"599",2016,"tepi","geisha bz",2,"mid",1,0,11,5.89294904786413,0.132949047864126,0,0.45,0,0,0,0,0,0,17.4758980957283
"600",2016,"tepi","geisha bz",2,"top",1,0,6.81171899125064,4.62171899125064,0,0,0.45,0,0,0,0,0,0,11.8834379825013
"601",2016,"tepi","geisha bz",3,"bot",1,2,21,13.3710756562017,7.61107565620175,5.36107565620175,5.81107565620175,4.94107565620175,3.69107565620175,3.69107565620175,3.37107565620175,0,0,69.848605249614
"602",2016,"tepi","geisha bz",3,"mid",1,0,13.1730159547092,10.9830159547092,5.22301595470921,0,0.45,0,0,0,0,0,0,29.8290478641276
"603",2016,"tepi","geisha bz",3,"top",1,0,7.67121461657231,5.48121461657231,0,0,0.45,0,0,0,0,0,0,13.6024292331446
"604",2016,"tepi","geisha gr",1,"bot",1,0,20,13.5100360267627,7.75003602676274,5.50003602676274,5.95003602676274,5.08003602676274,3.83003602676274,3.83003602676274,3.51003602676274,0,0,68.9602882141019
"605",2016,"tepi","geisha gr",1,"mid",1,0,9.16889861039629,6.97889861039629,1.21889861039629,0,0.45,0,0,0,0,0,0,17.8166958311889
"606",2016,"tepi","geisha gr",1,"top",1,0,4.42365928975811,2.23365928975811,0,0,0.45,0,0,0,0,0,0,7.10731857951621
"607",2016,"tepi","geisha gr",2,"bot",1,3,21,15.15697375193,9.39697375193001,7.14697375193001,7.59697375193001,6.72697375193001,5.47697375193001,5.47697375193001,5.15697375193001,0,0,84.6357900154401
"608",2016,"tepi","geisha gr",2,"mid",1,1.86336078229542,12.4833607822954,10.2933607822954,4.53336078229542,2.28336078229542,2.73336078229542,1.86336078229542,0.61336078229542,0.61336078229542,0.29336078229542,0,0,36.6419274318065
"609",2016,"tepi","geisha gr",2,"top",1,0,11.4936145532286,9.30361455322855,0,0,0.45,0,0,0,0,0,0,21.2472291064571
"610",2016,"tepi","geisha gr",3,"bot",1,0,17.8616417910448,15.6716417910448,9.91164179104478,7.66164179104478,8.11164179104478,7.24164179104478,5.99164179104478,5.99164179104478,5.67164179104478,0,0,84.114776119403
"611",2016,"tepi","geisha gr",3,"mid",1,1.2,15.0412609366958,12.8512609366958,7.09126093669583,4.84126093669583,5.29126093669583,4.42126093669583,3.17126093669583,3.17126093669583,2.85126093669583,0,0,59.3313484302625
"612",2016,"tepi","geisha gr",3,"top",1,0,12.4833607822954,10.2933607822954,0,0,0.45,0,0,0,0,0,0,23.2267215645908
"613",2016,"tepi","J-19",1,"bot",1,0.35,26,29.7803663003663,3.02,0.77,1.22,0.35,4.56,4.56,4.24,0,0,74.6753663003663
"614",2016,"tepi","J-19",1,"mid",1,4.71462171899125,15.3346217189912,16.9598534798535,7.38462171899125,5.13462171899125,5.58462171899125,4.71462171899125,3.46462171899125,3.46462171899125,3.14462171899125,0,0,67.5441380912791
"615",2016,"tepi","J-19",1,"top",1,0,12.4833607822954,13.2968498168498,4.53336078229542,0,0.45,0,0,0,0,0,0,30.7635713814407
"616",2016,"tepi","J-19",2,"bot",1,3.68528564076171,23,26.4030769230769,6.35528564076171,4.10528564076171,4.55528564076171,3.68528564076171,2.43528564076171,2.43528564076171,2.11528564076171,0,0,76.9327192287897
"617",2016,"tepi","J-19",2,"mid",1,0.597277406073082,22,18.509304029304,3.26727740607308,1.01727740607308,1.46727740607308,0.597277406073082,0,4.56,4.24,0,0,55.9570523566329
"618",2016,"tepi","J-19",2,"top",1,0,21,14.8389743589744,0.637323726196603,0,0.45,0,0,3.46462171899125,3.14462171899125,0,0,43.5355415231535
"619",2016,"tepi","J-19",3,"bot",1,6.09907874420998,21,26.2016117216117,8.76907874420998,6.51907874420998,6.96907874420998,6.09907874420998,4.84907874420998,4.84907874420998,4.52907874420998,0,0,92.8347023031866
"620",2016,"tepi","J-19",3,"mid",1,4.15363355635615,14.7736335563562,21.3994139194139,6.82363355635615,4.57363355635615,5.02363355635615,4.15363355635615,2.90363355635615,2.90363355635615,2.58363355635615,0,0,67.2152991484412
"621",2016,"tepi","J-19",3,"top",1,0,6.53894493051981,18.8756043956044,0,0,0.45,0,0,0,0,0,0,25.8645493261242
"622",2016,"tepi","J-21",1,"bot",1,2,21,26.9103663003663,4.65173443129182,2.40173443129182,2.85173443129182,1.98173443129182,0.731734431291816,0.731734431291816,0.411734431291816,0,0,62.672507319409
"623",2016,"tepi","J-21",1,"mid",1,3.2,16,14.0898534798535,1.09537828100875,2.34,2.79,1.92,0.67,0.67,0.35,0,0,41.5252317608622
"624",2016,"tepi","J-21",1,"top",1,0,4.82510036026763,10.4268498168498,0,0,0.45,0,0,0,0,0,0,15.7019501771174
"625",2016,"tepi","J-21",2,"bot",1,4.4,21,23.5330769230769,5.04802882141019,2.79802882141019,3.24802882141019,2.37802882141019,1.12802882141019,1.12802882141019,0.80802882141019,0,0,63.2692786729483
"626",2016,"tepi","J-21",2,"mid",1,2.1,14,15.639304029304,0.534390118373648,1.34,1.79,0.92,0.45,0.45,0.13,0,0,36.3036941476777
"627",2016,"tepi","J-21",2,"top",1,0,2.3083736489964,11.9689743589744,0,0,0.45,0,0,0,0,0,0,14.7273480079708
"628",2016,"tepi","J-21",3,"bot",1,2.03,19,23.3316117216117,0.997591353576943,2.45,2.9,2.03,0.78,0.78,0.46,0,0,53.7442030751887
"629",2016,"tepi","J-21",3,"mid",1,1.4,8.01604220277921,18.5294139194139,0.0660422027792076,1.34,1.79,0.92,0.78,0.78,0.46,0,0,33.3814983249723
"630",2016,"tepi","J-21",3,"top",1,0,4.36704580545548,16.0056043956044,0,0,0.45,0,0,0,0,0,0,20.8226502010599
"631",2016,"tepi","MI",1,"bot",1,2.02805455481215,12.6480545548121,10.4580545548121,4.69805455481215,2.44805455481215,2.89805455481215,2.02805455481215,0.778054554812146,0.778054554812146,0.458054554812146,0,0,38.2065182707154
"632",2016,"tepi","MI",1,"mid",1,1.3,8.9424446731858,6.7524446731858,0.992444673185795,0,0.45,0,0,0,0,0,0,17.7873340195574
"633",2016,"tepi","MI",1,"top",1,0,7.39844055584148,5.20844055584148,0,0,0.45,0,0,0,0,0,0,13.056881111683
"634",2016,"tepi","MI",2,"bot",1,3.01107050952136,22,11.4410705095214,5.68107050952136,3.43107050952136,3.88107050952136,3.01107050952136,1.76107050952136,1.76107050952136,1.44107050952136,0,0,55.9140993309315
"635",2016,"tepi","MI",2,"mid",1,2,8.9424446731858,6.7524446731858,0.992444673185795,0,0.45,0,0,0,0,0,0,18.1373340195574
"636",2016,"tepi","MI",2,"top",1,0,5.3397683993824,3.1497683993824,0,0,0.45,0,0,0,0,0,0,8.9395367987648
"637",2016,"tepi","MI",3,"bot",1,3.6,21,8.81111682964488,3.05111682964488,0.801116829644877,1.25111682964488,0.381116829644877,3.45,1.2,0.88,0,0,42.6255841482244
"638",2016,"tepi","MI",3,"mid",1,1.7,11,5.72310859495625,0.45,2.12,2.57,1.7,0,0.54,0.22,0,0,25.1731085949563
"639",2016,"tepi","MI",3,"top",1,0,4.19720535254761,2.00720535254761,0,0,0.45,0,0,0,0,0,0,6.65441070509521
"640",2016,"tepi","Tepi h5",1,"bot",1,0,7.9177572095031,5.7277572095031,0.67,0,0.45,0,1.2,1.2,0.88,0,0,18.0455144190062
"641",2016,"tepi","Tepi h5",1,"mid",1,0,6.96906036320859,4.77906036320859,0.76,0,0.45,0,0.54,0.54,0.22,0,0,14.2581207264172
"642",2016,"tepi","Tepi h5",1,"top",1,0,11.8706607357302,9.68066073573022,0,0,0.45,0,0,0,0,0,0,22.0013214714604
"643",2016,"tepi","Tepi h5",2,"bot",1,4.3,2.76642820380854,0.576428203808544,1.62,0.63,1.08,0.21,1.45,1.45,1.13,0,0,13.0628564076171
"644",2016,"tepi","Tepi h5",2,"mid",1,1.7,6.47890032595643,4.28890032595643,0,0,0.45,0,0,0,0,0,0,12.0678006519129
"645",2016,"tepi","Tepi h5",2,"top",1,0,4.76334019557386,2.57334019557385,0,0,0.45,0,0,0,0,0,0,7.78668039114771
"646",2016,"tepi","Tepi h5",3,"bot",1,1.2,6.47890032595643,4.28890032595643,1.47,0.76,1.21,0.34,0.97,0.97,0.65,0,0,17.7378006519128
"647",2016,"tepi","Tepi h5",3,"mid",1,0.4,4.76334019557386,2.57334019557385,1.42,0,0.45,0,0,0,0,0,0,9.40668039114771
"648",2016,"tepi","Tepi h5",3,"top",1,0,2.83333504889346,0.643335048893464,0,0,0.45,0,0,0.23,0,0,0,4.15667009778693
"649",2017,"agaro","74110",1,"bot",1,0,15,14,15,13,20.9138461538462,17.6838461538462,0,0,0,0,0,95.5976923076923
"650",2017,"agaro","74110",1,"mid",1,0,10.6222222222222,12.9922222222222,14.1122222222222,11.8722222222222,8.48222222222222,5.25222222222222,0,0,0,0,0,63.3333333333333
"651",2017,"agaro","74110",1,"top",1,0,4.30598290598291,13,7.79598290598291,5.55598290598291,0,0.79,0,0,0,0,0,31.4479487179487
"652",2017,"agaro","74110",2,"bot",1,0,14,13,15,14,16,18.9274358974359,0,0,0,0,0,90.9274358974359
"653",2017,"agaro","74110",2,"mid",1,0,14.8871794871795,17.2571794871795,18.3771794871795,16.1371794871795,12.7471794871795,9.51717948717948,0,0,0,0,0,88.9230769230769
"654",2017,"agaro","74110",2,"top",1,0,8.76752136752137,11.1375213675214,12.2575213675214,10.0175213675214,6.62752136752137,0.79,0,0,0,0,0,49.5976068376068
"655",2017,"agaro","74110",3,"bot",1,0,15,15,15,15,14,17.1240170940171,0,0,0,0,0,91.1240170940171
"656",2017,"agaro","74110",3,"mid",1,0,11.942735042735,14.312735042735,15.432735042735,13.192735042735,9.80273504273504,6.57273504273504,0,0,0,0,0,71.2564102564102
"657",2017,"agaro","74110",3,"top",1,0,6.90854700854701,9.27854700854701,10.398547008547,8.15854700854701,4.76854700854701,0.79,0,0,0,0,0,40.3027350427351
"658",2017,"agaro","74112",1,"bot",1,0,18.2138461538462,15,14,19.4638461538462,16.0738461538462,12.8438461538462,0,0,0,0,0,95.5953846153846
"659",2017,"agaro","74112",1,"mid",1,0,5.78222222222223,8.15222222222223,9.27222222222223,7.03222222222223,3.64222222222223,2,0,0,0,0,0,35.8811111111111
"660",2017,"agaro","74112",1,"top",1,0,0.79,1.83598290598291,2.95598290598291,0.79,0.79,0.79,0,0,0,0,0,7.95196581196581
"661",2017,"agaro","74112",2,"bot",1,0,19.4574358974359,21.8274358974359,14,20.7074358974359,17.3174358974359,14.0874358974359,8.1074358974359,2.89,0,0,0,118.394615384615
"662",2017,"agaro","74112",2,"mid",1,0,10.0471794871795,12.4171794871795,13.5371794871795,11.2971794871795,7.90717948717948,4.67717948717948,0,0,0,0,0,59.8830769230769
"663",2017,"agaro","74112",2,"top",1,0,3.92752136752137,6.29752136752137,7.41752136752137,5.17752136752137,0.79,0.79,0,0,0,0,0,24.4000854700855
"664",2017,"agaro","74112",3,"bot",1,0,17.6540170940171,20.0240170940171,11,18.9040170940171,15.5140170940171,12.2840170940171,0,0,0,0,0,95.3800854700855
"665",2017,"agaro","74112",3,"mid",1,0,7.10273504273504,9.47273504273504,10.592735042735,8.35273504273504,4.96273504273504,0.79,0,0,0,0,0,41.2736752136752
"666",2017,"agaro","74112",3,"top",1,0,2.06854700854701,4.43854700854701,5.55854700854701,3.31854700854701,0.79,0.79,0,0,0,0,0,16.964188034188
"667",2017,"agaro","74140",1,"bot",1,0,17.3238461538462,19.6938461538462,20.8138461538462,16,15.1838461538462,11.9538461538462,5.97384615384616,3.79,1.99,0,0,112.723076923077
"668",2017,"agaro","74140",1,"bot",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"669",2017,"agaro","74140",1,"mid",1,0,4.89222222222223,7.26222222222223,8.38222222222223,6.14222222222223,2.75222222222223,0.79,0.79,0,0,0,0,31.0111111111111
"670",2017,"agaro","74140",1,"mid",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"671",2017,"agaro","74140",1,"top",1,0,0,0.945982905982907,2.06598290598291,0.79,0.79,0.79,0.79,0,0,0,0,6.17196581196581
"672",2017,"agaro","74140",1,"top",2,0,0,0,0,0,0,0,5.41153846153846,0,0,0,0,5.41153846153846
"673",2017,"agaro","74140",2,"bot",1,0,18.5674358974359,20.9374358974359,16,19.8174358974359,16.4274358974359,13.1974358974359,7.2174358974359,3.79,2.89,0,0,118.844615384615
"674",2017,"agaro","74140",2,"bot",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"675",2017,"agaro","74140",2,"mid",1,0,9.15717948717948,11.5271794871795,12.6471794871795,10.4071794871795,7.01717948717948,3.78717948717948,0.79,0,0,0,0,55.3330769230769
"676",2017,"agaro","74140",2,"mid",2,0,0,0,0,0,0,0,8.74487179487179,0,0,0,0,8.74487179487179
"677",2017,"agaro","74140",2,"top",1,0,3.03752136752137,5.40752136752137,6.52752136752137,4.28752136752137,0.79,0.79,0.79,0,0,0,0,21.6300854700855
"678",2017,"agaro","74140",2,"top",2,0,0,0,0,0,0,0,0.79,0,0,0,0,0.79
"679",2017,"agaro","74140",3,"bot",1,0,16.7640170940171,19.1340170940171,20.2540170940171,18.0140170940171,14.6240170940171,11.3940170940171,5.41401709401709,0,0,0,0,105.59811965812
"680",2017,"agaro","74140",3,"bot",2,0,0,0,0,0,0,0,16.4371794871795,0,0,0,0,16.4371794871795
"681",2017,"agaro","74140",3,"mid",1,0,6.21273504273505,8.58273504273505,9.70273504273505,7.46273504273505,4.07273504273505,0.79,0.79,0,0,0,0,37.6136752136752
"682",2017,"agaro","74140",3,"mid",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"683",2017,"agaro","74140",3,"top",1,0,0.79,3.54854700854701,4.66854700854701,2.42854700854701,0.79,0.79,0.79,0,0,0,0,13.805641025641
"684",2017,"agaro","74140",3,"top",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"685",2017,"agaro","74148",1,"bot",1,0,17,16,15,12,19.6438461538462,16.4138461538462,0,0,0,0,0,96.0576923076923
